"forecast_key","date_key","branch_key","model_key","model","forecast_kbob","lo80_kbob","hi80_kbob","lo95_kbob","hi95_kbob","rmse","mae","mape","selected_model"
"20141201|BR_GLOBAL|MD_ARIMA","20141201","BR_GLOBAL","MD_ARIMA","ARIMA","80743.7071738854","75889.7640907645","85597.6502570063","73320.2418356947","88167.1725120761","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150101|BR_GLOBAL|MD_ARIMA","20150101","BR_GLOBAL","MD_ARIMA","ARIMA","83089.595887444","77472.0699052251","88707.1218696629","74498.3312802425","91680.8604946455","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150201|BR_GLOBAL|MD_ARIMA","20150201","BR_GLOBAL","MD_ARIMA","ARIMA","85435.4846010026","79146.4121043914","91724.5570976137","75817.1782285383","95053.7909734669","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150301|BR_GLOBAL|MD_ARIMA","20150301","BR_GLOBAL","MD_ARIMA","ARIMA","87781.3733145612","80885.8481297506","94676.8984993718","77235.5775931269","98327.1690359954","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150401|BR_GLOBAL|MD_ARIMA","20150401","BR_GLOBAL","MD_ARIMA","ARIMA","90127.2620281197","82674.4704517315","97580.053604508","78729.2009069529","101525.323149287","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150501|BR_GLOBAL|MD_ARIMA","20150501","BR_GLOBAL","MD_ARIMA","ARIMA","92473.1507416783","84501.9565408192","100444.344942537","80282.2612234565","104664.0402599","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150601|BR_GLOBAL|MD_ARIMA","20150601","BR_GLOBAL","MD_ARIMA","ARIMA","94819.0394552369","86361.1572324499","103276.921678024","81883.8248389607","107754.254071513","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150701|BR_GLOBAL|MD_ARIMA","20150701","BR_GLOBAL","MD_ARIMA","ARIMA","97164.9281687955","88246.8786958859","106082.977641705","83525.9484748169","110803.907862774","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150801|BR_GLOBAL|MD_ARIMA","20150801","BR_GLOBAL","MD_ARIMA","ARIMA","99510.8168823541","90155.2067414819","108866.427023226","85202.6458945446","113818.987870164","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20150901|BR_GLOBAL|MD_ARIMA","20150901","BR_GLOBAL","MD_ARIMA","ARIMA","101856.705595913","92083.1046313389","111630.306560486","86909.2728083057","116804.13838352","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20151001|BR_GLOBAL|MD_ARIMA","20151001","BR_GLOBAL","MD_ARIMA","ARIMA","104202.594309471","94028.1601472466","114377.028471696","88642.1400467043","119763.048572238","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20151101|BR_GLOBAL|MD_ARIMA","20151101","BR_GLOBAL","MD_ARIMA","ARIMA","106548.48302303","95988.4193287063","117108.546717353","90398.2592850348","122698.706761025","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20151201|BR_GLOBAL|MD_ARIMA","20151201","BR_GLOBAL","MD_ARIMA","ARIMA","108894.371736588","97962.2731304243","119826.470342753","92175.1697008772","125613.5737723","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20160101|BR_GLOBAL|MD_ARIMA","20160101","BR_GLOBAL","MD_ARIMA","ARIMA","111240.260450147","99948.3777620554","122532.143138239","93970.8161442475","128509.704756047","3759.3158472371","3451.70571598095","5.29810264873614","True"
